dataset,feature_mode,method,detection_type,k,alarm_precision,event_recall,alarm_event_f1,precision,recall,f1,true_positive_alarms,false_positives,false_alarm_rate_per_hour,detection_delay_seconds_mean,detection_delay_seconds_median,runtime_seconds,number_of_alarms,event_level_detection_count,event_count
bgpclear_first,CompleteFeatures,DBSCAN,temporal,3,0.12087912087912088,1.0,0.21568627450980393,0.12087912087912088,1.0,0.21568627450980393,11,80,96.35329541652726,8.545454545454545,9.0,0.24253829999361187,91,11,11
bgpclear_first,CompleteFeatures,DBSCAN,temporal,4,0.12790697674418605,1.0,0.2268041237113402,0.12790697674418605,1.0,0.2268041237113402,11,75,90.33121445299432,12.727272727272727,14.0,0.24253829999361187,86,11,11
bgpclear_first,CompleteFeatures,DBSCAN,temporal,5,0.1375,1.0,0.2417582417582418,0.1375,1.0,0.2417582417582418,11,69,83.10471729675477,16.818181818181817,18.0,0.24253829999361187,80,11,11
bgpclear_first,CompleteFeatures,DenStream,spatial,1,0.11566681053085887,1.0,0.20735009671179883,0.11566681053085887,1.0,0.20735009671179883,268,2049,2467.8487788558045,2.090909090909091,1.0,1.3194990999763831,2317,11,11
bgpclear_first,CompleteFeatures,DenStream,spatial,2,0.21982758620689655,1.0,0.36042402826855124,0.21982758620689655,1.0,0.36042402826855124,306,1086,1307.9959852793577,3.3636363636363638,1.0,1.3194990999763831,1392,11,11
bgpclear_first,CompleteFeatures,DenStream,spatial,3,0.29596412556053814,1.0,0.4567474048442907,0.29596412556053814,1.0,0.4567474048442907,198,471,567.2800267648042,7.636363636363637,4.0,1.3194990999763831,669,11,11
bgpclear_first,CompleteFeatures,DenStream,spatial,4,0.3968253968253968,1.0,0.5681818181818182,0.3968253968253968,1.0,0.5681818181818182,100,152,183.0712612914018,19.454545454545453,18.0,1.3194990999763831,252,11,11
bgpclear_first,CompleteFeatures,DenStream,spatial,5,0.4533333333333333,0.8181818181818182,0.5834127740705434,0.4533333333333333,0.8181818181818182,0.5834127740705434,34,41,49.381063900970226,45.666666666666664,35.0,1.3194990999763831,75,9,11
bgpclear_first,CompleteFeatures,DenStream,temporal,1,0.02533783783783784,0.8181818181818182,0.04915346805024577,0.02533783783783784,0.8181818181818182,0.04915346805024577,15,577,694.9481431917029,40.0,1.0,1.3194990999763831,592,9,11
bgpclear_first,CompleteFeatures,DenStream,temporal,2,0.03205128205128205,0.8181818181818182,0.0616860863605209,0.03205128205128205,0.8181818181818182,0.0616860863605209,15,453,545.6005352960857,25.11111111111111,5.0,1.3194990999763831,468,9,11
